colab_notebook	git_notebook	same_filename	jaccard	containment_smaller	shared_tokens	colab_tokens	git_tokens
Quick_Dirty_MPNN_ML.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.2356	0.4694	253	539	788
ProteinMPNNTesting_V6_V2_debug.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1789	0.4693	374	1667	797
Quick_Dirty_MPNN_ML.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.2357	0.4675	252	539	782
S669_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.2357	0.4675	252	782	539
ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.2570	0.4640	303	829	653
ProteinMPNNTesting_V4.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1908	0.4592	366	1487	797
Quick_Dirty_MPNN_ML_V2_V3.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.1908	0.4592	366	797	1487
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.1908	0.4592	366	797	1487
PyRun_Notebook_V16_new_colab.ipynb	ProteinMPNNTesting.ipynb	False	0.2264	0.4582	411	1329	897
ProteinMPNNTesting_V5.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1815	0.4582	362	1567	790
PyRun_Notebook_V16 (1).ipynb	ProteinMPNNTesting.ipynb	False	0.2259	0.4571	410	1328	897
PyRun_Notebook_V16.ipynb	ProteinMPNNTesting.ipynb	False	0.2259	0.4571	410	1328	897
ProteinMPNNTesting_V6_V2_debug.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1711	0.4544	359	1667	790
Ssym_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.2541	0.4533	296	808	653
PyRun_Notebook_V16 (1).ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1503	0.4527	244	1328	539
PyRun_Notebook_V16.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1503	0.4527	244	1328	539
PyRun_Notebook_V16_new_colab.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1502	0.4527	244	1329	539
Quick_Dirty_MPNN_ML_V2.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.2530	0.4498	296	658	808
ProteinMPNNTesting_V2.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.2541	0.4472	292	788	653
S669_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.2544	0.4456	291	782	653
ProteinMPNNTesting_V4.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1822	0.4443	351	1487	790
Quick_Dirty_MPNN_ML_V2.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.2530	0.4438	292	658	788
Quick_Dirty_MPNN_ML_V2.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.2533	0.4422	291	658	782
PyRun_Notebook_V16 (1).ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1680	0.4364	285	1328	653
PyRun_Notebook_V16.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1680	0.4364	285	1328	653
PyRun_Notebook_V16_new_colab.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1679	0.4364	285	1329	653
ProteinMPNNTesting.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.2238	0.4329	284	897	656
Quick_Dirty_MPNN_ML_V2_V2.ipynb	ProteinMPNNTesting.ipynb	False	0.2238	0.4329	284	656	897
ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.2354	0.4314	283	829	656
PyRun_Notebook_V16 (1).ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1657	0.4299	282	1328	656
PyRun_Notebook_V16.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1657	0.4299	282	1328	656
PyRun_Notebook_V16_new_colab.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1656	0.4299	282	1329	656
PROVEAN_VAR_creation.ipynb	proteinmpnn_quickdemo.ipynb	False	0.1084	0.4293	79	184	624
PyRun_Notebook_V16 (1).ipynb	proteinmpnn_quickdemo.ipynb	False	0.1571	0.4247	265	1328	624
PyRun_Notebook_V16.ipynb	proteinmpnn_quickdemo.ipynb	False	0.1571	0.4247	265	1328	624
PyRun_Notebook_V16_new_colab.ipynb	proteinmpnn_quickdemo.ipynb	False	0.1570	0.4247	265	1329	624
PyRun_Notebook_V16_new_colab.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.2292	0.4221	561	1329	1680
PyRun_Notebook_V16 (1).ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.2288	0.4217	560	1328	1680
PyRun_Notebook_V16.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.2288	0.4217	560	1328	1680
PyRun_Notebook_V16_new_colab.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.2270	0.4184	556	1329	1676
PyRun_Notebook_V16 (1).ipynb	ProteinMPNNTesting_V6.ipynb	False	0.2266	0.4179	555	1328	1676
PyRun_Notebook_V16.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.2266	0.4179	555	1328	1676
PyRun_Notebook_V16_new_colab.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.2275	0.4176	555	1329	1666
PyRun_Notebook_V16 (1).ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.2270	0.4172	554	1328	1666
PyRun_Notebook_V16.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.2270	0.4172	554	1328	1666
Quick_Dirty_MPNN_ML_V2_V2.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.2292	0.4162	273	656	808
Ssym_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.2292	0.4162	273	808	656
PyRun_Notebook_V16_new_colab.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.2250	0.4153	552	1329	1676
PyRun_Notebook_V16 (1).ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.2246	0.4149	551	1328	1676
PyRun_Notebook_V16.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.2246	0.4149	551	1328	1676
PyRun_Notebook_V16_new_colab.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.2260	0.4146	551	1329	1660
PyRun_Notebook_V16 (1).ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.2256	0.4142	550	1328	1660
PyRun_Notebook_V16.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.2256	0.4142	550	1328	1660
PyRun_Notebook_V16_new_colab.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.2246	0.4123	548	1329	1659
PyRun_Notebook_V16 (1).ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.2242	0.4119	547	1328	1659
PyRun_Notebook_V16.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.2242	0.4119	547	1328	1659
ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.2362	0.4111	296	829	720
PyRun_Notebook_V16_new_colab.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.2323	0.4108	546	1329	1567
PyRun_Notebook_V16_new_colab.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.2239	0.4108	546	1329	1656
PyRun_Notebook_V16 (1).ipynb	ProteinMPNNTesting_V5.ipynb	False	0.2319	0.4104	545	1328	1567
PyRun_Notebook_V16.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.2319	0.4104	545	1328	1567
PyRun_Notebook_V16 (1).ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.2235	0.4104	545	1328	1656
PyRun_Notebook_V16.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.2235	0.4104	545	1328	1656
ProteinMPNNTesting_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.2289	0.4101	269	788	656
Quick_Dirty_MPNN_ML_V2_V2.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.2289	0.4101	269	656	788
Quick_Dirty_MPNN_ML_V2_V2.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.2280	0.4070	267	656	782
S669_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.2280	0.4070	267	782	656
Untitled1.ipynb	proteinmpnn_quickdemo.ipynb	False	0.0202	0.4062	13	32	624
Untitled1.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.0193	0.4062	13	32	653
Untitled1.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.0161	0.4062	13	32	790
Untitled1.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.0159	0.4062	13	32	797
PyRun_Notebook_V16_new_colab.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.2367	0.4056	539	1329	1487
PyRun_Notebook_V16 (1).ipynb	ProteinMPNNTesting_V4.ipynb	False	0.2363	0.4051	538	1328	1487
PyRun_Notebook_V16.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.2363	0.4051	538	1328	1487
Ssym_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.2323	0.4000	288	808	720
ProteinMPNNTesting.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.2167	0.4000	288	897	720
ProteinMPNNTesting_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.2310	0.3931	283	788	720
S669_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.2301	0.3903	281	782	720
ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.2365	0.3902	311	829	797
PyRun_Notebook_V16 (1).ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1558	0.3833	276	1328	720
PyRun_Notebook_V16.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1558	0.3833	276	1328	720
PyRun_Notebook_V16_new_colab.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1557	0.3833	276	1329	720
Quick_Dirty_MPNN_ML_V2_V3.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.2346	0.3827	305	797	808
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.2346	0.3827	305	797	808
Ssym_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.2346	0.3827	305	808	797
ProteinMPNNTesting.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.2187	0.3814	304	897	797
Quick_Dirty_MPNN_ML_V2_V3.ipynb	ProteinMPNNTesting.ipynb	False	0.2187	0.3814	304	797	897
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	ProteinMPNNTesting.ipynb	False	0.2187	0.3814	304	797	897
ProteinMPNNTesting_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.2325	0.3794	299	788	797
Quick_Dirty_MPNN_ML_V2_V3.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.2325	0.3794	299	797	788
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.2325	0.3794	299	797	788
Quick_Dirty_MPNN_ML_V2_V3.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.2307	0.3785	296	797	782
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.2307	0.3785	296	797	782
S669_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.2307	0.3785	296	782	797
Untitled1.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.0215	0.3750	12	32	539
ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.2237	0.3747	296	829	790
PyRun_Notebook_V16 (1).ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1618	0.3714	296	1328	797
PyRun_Notebook_V16.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1618	0.3714	296	1328	797
PyRun_Notebook_V16_new_colab.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1617	0.3714	296	1329	797
Ssym_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.2217	0.3671	290	808	790
ProteinMPNNTesting.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.2067	0.3658	289	897	790
ProteinMPNNTesting_V7.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2035	0.3620	198	547	624
ProteinMPNNTesting_V2.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.2195	0.3604	284	788	790
PyRun_Notebook_V16 (1).ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1549	0.3595	284	1328	790
PyRun_Notebook_V16.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1549	0.3595	284	1328	790
PyRun_Notebook_V16_new_colab.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1548	0.3595	284	1329	790
S669_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.2177	0.3593	281	782	790
Untitled1.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.0162	0.3438	11	32	656
Untitled1.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.0148	0.3438	11	32	720
Quick_Dirty_MPNN_ML_V2_V2.ipynb	proteinmpnn_quickdemo.ipynb	False	0.1584	0.2804	175	656	624
proteinmpnn_quickdemo.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1584	0.2804	175	624	656
Quick_Dirty_MPNN_ML.ipynb	proteinmpnn_quickdemo.ipynb	False	0.1492	0.2801	151	539	624
proteinmpnn_quickdemo.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1492	0.2801	151	624	539
proteinmpnn_quickdemo.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1567	0.2772	173	624	653
Quick_Dirty_MPNN_ML_V2.ipynb	proteinmpnn_quickdemo.ipynb	False	0.1560	0.2772	173	658	624
Quick_Dirty_MPNN_ML_V2_V3.ipynb	proteinmpnn_quickdemo.ipynb	False	0.1386	0.2772	173	797	624
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	proteinmpnn_quickdemo.ipynb	False	0.1386	0.2772	173	797	624
proteinmpnn_quickdemo.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1386	0.2772	173	624	797
proteinmpnn_quickdemo.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1367	0.2724	170	624	790
proteinmpnn_quickdemo.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1399	0.2644	165	624	720
