pickle_file	run_index	metric_key	dataset	split	metric	metric_kind	feature_combo	value
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D+E+F+G+H	0.7226370186734945
list_incremental_feature_result_dict.pickle	0	Ssym_total_RMSE	Ssym	total	RMSE	feature_combo_dict	A	1.4565887334664518
list_incremental_feature_result_dict.pickle	0	Ssym_total_RMSE	Ssym	total	RMSE	feature_combo_dict	A+B	1.3250133653469134
list_incremental_feature_result_dict.pickle	0	Ssym_total_RMSE	Ssym	total	RMSE	feature_combo_dict	A+B+C	1.2952385863794356
list_incremental_feature_result_dict.pickle	0	Ssym_total_RMSE	Ssym	total	RMSE	feature_combo_dict	A+B+C+D	1.2393976326152003
list_incremental_feature_result_dict.pickle	0	Ssym_total_RMSE	Ssym	total	RMSE	feature_combo_dict	A+B+C+D+E	1.1468864490977198
list_incremental_feature_result_dict.pickle	0	Ssym_total_RMSE	Ssym	total	RMSE	feature_combo_dict	A+B+C+D+E+F	1.119500126822483
list_incremental_feature_result_dict.pickle	0	Ssym_total_RMSE	Ssym	total	RMSE	feature_combo_dict	A+B+C+D+E+F+G	1.104580937816299
list_incremental_feature_result_dict.pickle	0	Ssym_total_RMSE	Ssym	total	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1.096565430937122
list_incremental_feature_result_dict.pickle	0	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A	1.4583531578923197
list_incremental_feature_result_dict.pickle	0	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B	1.325684387565565
list_incremental_feature_result_dict.pickle	0	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C	1.2960270119978479
list_incremental_feature_result_dict.pickle	0	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D	1.2393724801773887
list_incremental_feature_result_dict.pickle	0	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D+E	1.1480741772197607
list_incremental_feature_result_dict.pickle	0	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D+E+F	1.1228253581768237
list_incremental_feature_result_dict.pickle	0	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D+E+F+G	1.1095377601864356
list_incremental_feature_result_dict.pickle	0	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1.0952040243450172
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A	1.4548221691286887
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B	1.3243420031324307
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C	1.2944496805454924
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D	1.2394227845425767
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D+E	1.145697489675666
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F	1.1161649891240089
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F+G	1.0996017711402328
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1.0979251494118858
list_incremental_feature_result_dict.pickle	1	S_2648_total_PCC	S_2648	total	PCC	feature_combo_dict	A	0.8830913313332173
