pickle_file	metric_key	dataset	split	metric	metric_kind	feature_combo	n	mean	sample_std	population_std	min	max	round_mean_2
incremental_feature_result_dict.pickle	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C	1	0.5480173278844527	0.0	0.0	0.5480173278844527	0.5480173278844527	0.55
incremental_feature_result_dict.pickle	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D	1	0.5946483756345881	0.0	0.0	0.5946483756345881	0.5946483756345881	0.59
incremental_feature_result_dict.pickle	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D+E	1	0.6763252555084392	0.0	0.0	0.6763252555084392	0.6763252555084392	0.68
incremental_feature_result_dict.pickle	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D+E+F	1	0.7048670872839196	0.0	0.0	0.7048670872839196	0.7048670872839196	0.7
incremental_feature_result_dict.pickle	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D+E+F+G	1	0.7080165488266458	0.0	0.0	0.7080165488266458	0.7080165488266458	0.71
incremental_feature_result_dict.pickle	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D+E+F+G+H	1	0.7260080556937859	0.0	0.0	0.7260080556937859	0.7260080556937859	0.73
incremental_feature_result_dict.pickle	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A	1	1.4622135583982736	0.0	0.0	1.4622135583982736	1.4622135583982736	1.46
incremental_feature_result_dict.pickle	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B	1	1.325438216110108	0.0	0.0	1.325438216110108	1.325438216110108	1.33
incremental_feature_result_dict.pickle	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C	1	1.2962394668839559	0.0	0.0	1.2962394668839559	1.2962394668839559	1.3
incremental_feature_result_dict.pickle	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D	1	1.246831389514381	0.0	0.0	1.246831389514381	1.246831389514381	1.25
incremental_feature_result_dict.pickle	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D+E	1	1.149958275082874	0.0	0.0	1.149958275082874	1.149958275082874	1.15
